Transcript	GeneName
NM_001258283	OR2V1
NR_002592	SNORD96A
NR_002591	SNORD95
NM_032765	TRIM52
NM_033549	TRIM41
NM_006098	GNB2L1
NR_102759	TRIM52-AS1
NR_039781	MIR4638
NM_203293	TRIM7
NR_027908	LINC00336
NR_028361	GGNBP1
NM_001199917	PGM3
NM_001029884	PLEKHG1
NM_001164840	LYRM4
NM_004332	BPHL
NR_027115	LOC285768
NM_000129	F13A1
NM_001170692	CAGE1
NM_001500	GMDS
NM_005493	RANBP9
NM_022113	KIF13A
NM_017774	CDKAL1
NR_015410	CASC15
NM_001206927	DNAH8
NM_001257357	RAB44
NM_001201427	DAAM2
NM_024294	C6orf106
NM_004117	FKBP5
NM_003599	SUPT3H
NM_033112	RRP36
NM_021572	ENPP5
NM_001144769	DST
NM_012288	TRAM2
NM_001142800	EYS
NM_152688	KHDRBS2
NM_001160133	KCNQ5
NM_133493	CD109
NM_017934	PHIP
NM_004999	MYO6
NM_003318	TTK
NM_145331	MAP3K7
NM_001242809	ANKRD6
NM_014895	CEP162
NM_052904	KLHL32
NM_006581	FUT9
NM_014845	FIG4
NM_001040214	NKAIN2
NM_152730	TBC1D32
NM_005907	MAN1A1
NM_001029858	SLC35F1
NM_006073	TRDN
NM_033515	ARHGAP18
NM_018945	PDE7B
NM_014432	IL20RA
NM_022568	ALDH8A1
NM_016217	HECA
NM_022121	PERP
NM_007124	UTRN
NM_016108	AIG1
NM_007044	KATNA1
NM_001030060	SAMD5
NM_020732	ARID1B
NM_016224	SNX9
NM_004562	PARK2
NM_000876	IGF2R
NM_152410	PACRG
NM_005922	MAP3K4
NM_182552	WDR27
NM_002460	IRF4
NM_018303	EXOC2
NM_000904	NQO2
NM_015482	SLC22A23
NM_003913	PRPF4B
NM_004824	CDYL
NM_006567	FARS2
NM_001003699	RREB1
NR_026970	LY86-AS1
NM_001718	BMP6
NM_152551	SNRNP48
NR_038979	LOC100506207
NM_004752	GCM2
NM_145655	GCNT2
NM_017770	ELOVL2
NM_002114	HIVEP1
NM_018988	GFOD1
NM_001242648	PHACTR1
NM_032122	DTNBP1
NM_004973	JARID2
NM_006877	GMPR
NM_001128164	ATXN1
NM_006366	CAP2
NM_005124	NUP153
NM_153042	KDM1B
NM_001080480	MBOAT1
NM_001949	E2F3
NM_014809	KIAA0319
NM_014722	FAM65B
NM_016356	DCDC2
NM_170740	ALDH5A1
NM_017640	LRRC16A
NM_006998	SCGN
NM_005074	SLC17A1
NR_003504	GUSBP2
NR_038992	LOC285819
NM_003447	ZNF165
NM_001010877	ZNF311
NR_026751	ZNRD1-AS1
NR_052012	HCG17
NR_102326	HCG18
NM_001025091	ABCF1
NM_014641	MDC1
NM_019602	BTNL2
NM_172165	MSH5
NM_006709	EHMT2
NM_032454	STK19
NM_152735	ZBTB9
NM_001202470	RPS10-NUDT3
NM_000841	GRM4
NM_145899	HMGA1
NM_003093	SNRPC
NM_003427	ZNF76
NM_006238	PPARD
NM_015245	ANKS1A
NM_003017	SRSF3
NM_173562	KCTD20
NM_001193476	SLC26A8
NM_182548	LHFPL5
NM_139012	MAPK14
NM_015695	BRPF3
NM_153487	MDGA1
NM_016059	PPIL1
NM_145316	TMEM217
NM_003958	RNF8
NM_001099272	BTBD9
NM_006708	GLO1
NM_021943	ZFAND3
NM_003740	KCNK5
NM_145027	KIF6
NM_020737	LRFN2
NM_018561	USP49
NM_001167827	TFEB
NM_006789	APOBEC2
NM_001012426	FOXP4
NM_001164446	C6orf132
NM_015255	UBR2
NM_033502	TRERF1
NM_032538	TTBK1
NM_018135	MRPS18A
NM_001270398	PTK7
NM_020750	XPO5
NM_001114086	CLIC5
NM_001024630	RUNX2
NM_005588	MEP1A
NM_016593	CYP39A1
NM_001251974	RCAN2
NM_001010870	TDRD6
NM_012120	CD2AP
NM_001013732	PTCHD4
NM_001131	CRISP1
NM_000255	MUT
NM_001142407	CRISP2
NM_172238	TFAP2D
NM_018100	EFHC1
NM_138694	PKHD1
NM_033481	FBXO9
NM_138569	MLIP
NM_018214	LRRC1
NR_046832	MLIP-IT1
NM_019036	HMGCLL1
NM_001526	HCRTR2
NM_001010872	FAM83B
NM_021073	BMP5
NM_030820	COL21A1
NM_152731	BEND6
NM_000947	PRIM2
NM_001031623	ZNF451
NM_001704	ADGRB3
NM_001162529	FAM135A
NM_001858	COL19A1
NM_018368	LMBRD1
NM_001044305	SMAP1
NM_014989	RIMS1
NM_133645	MTO1
NM_012434	SLC17A5
NM_015687	FILIP1
NM_004370	COL12A1
NM_015571	SENP6
NM_001563	IMPG1
NM_001122769	LCA5
NM_031469	SH3BGRL2
NM_183050	BCKDHB
NM_198920	UBE3D
NM_001242792	SNAP91
NM_002395	ME1
NM_001080508	TBX18
NM_153816	SNX14
NM_000865	HTR1E
NM_015021	ZNF292
NM_006416	SLC35A1
NM_181837	ORC3
NM_016083	CNR1
NM_003800	RNGTT
NM_002042	GABRR1
NM_016021	UBE2J1
NM_001137668	CASP8AP2
NM_014611	MDN1
NM_001170794	BACH2
NM_004440	EPHA7
NM_015323	UFL1
NM_030784	GPR63
NR_031679	MIR548H3
NM_198468	MMS22L
NM_012160	FBXL4
NM_032511	FAXC
NM_005190	CCNC
NM_032503	MCHR2
NM_006828	ASCC3
NM_021956	GRIK2
NM_020771	HACE1
NM_002726	PREP
NM_001004317	LIN28B
NM_004849	ATG5
NM_020381	PDSS2
NM_018292	QRSL1
NM_018013	SOBP
NR_033557	LOC100422737
NM_198081	SCML4
NM_007214	SEC63
NM_145315	LACE1
NM_001455	FOXO3
NM_001277339	LOC100996634
NM_001145128	AK9
NM_014454	SESN1
NM_032131	ARMC2
NM_015076	CDK19
NM_033125	SLC22A16
NM_001123364	METTL24
NM_001024936	WASF1
NM_002912	REV3L
NM_018593	SLC16A10
NM_138408	GTF3C6
NM_001105206	LAMA4
NM_002269	KPNA5
NM_001080976	DSE
NM_152729	NT5DC1
NM_173674	DCBLD1
NM_002944	ROS1
NM_001178035	CEP85L
NM_017696	MCM9
NR_046100	LOC285762
NM_000165	GJA1
NM_001010852	CLVS2
NM_003287	TPD52L1
NM_152553	RNF217
NM_181782	NCOA7
NM_001031712	TRMT11
NM_001012279	SOGA3
NM_001164685	THEMIS
NM_001135648	PTPRK
NM_000426	LAMA2
NM_001010876	TMEM244
NM_032438	L3MBTL3
NM_001431	EPB41L2
NM_005021	ENPP3
NM_016377	AKAP7
NM_015529	MOXD1
NM_172105	EYA4
NM_001143676	SGK1
NM_145176	SLC2A12
NM_001130173	MYB
NM_001134830	AHI1
NR_026805	LINC00271
NM_000288	PEX7
NM_001198609	MAP7
NM_005923	MAP3K5
NM_052962	IL22RA2
NR_049793	LOC100130476
NM_001195037	ECT2L
NM_001242740	LOC100507462
NM_001144060	NHSL1
NM_020340	ARFGEF3
NR_038399	LOC100132735
NM_153235	TXLNB
NM_016485	VTA1
NM_198569	ADGRG6
NM_006734	HIVEP2
NR_027311	LOC153910
NM_003630	PEX3
NM_001080954	PLAGL1
NM_032860	LTV1
NM_001100164	PHACTR2
NM_005670	EPM2A
NR_038244	LOC100507557
NM_001042683	SHPRH
NR_034115	STXBP5-AS1
NM_001127715	STXBP5
NM_024694	ADGB
NM_139244	STXBP5
NM_015278	SASH1
NM_005715	UST
NM_015093	TAB2
NM_001252049	PCMT1
NM_030949	PPP1R14C
NR_045126	RAET1E-AS1
NM_005100	AKAP12
NM_001242767	MTHFD1L
NM_024573	ARMT1
NM_025059	CCDC170
NM_001122740	ESR1
NM_182961	SYNE1
NM_012419	RGS17
NM_014892	SCAF8
NM_001008505	OPRM1
NM_173515	CNKSR3
NM_012454	TIAM2
NM_016020	TFB1M
NM_024630	ZDHHC14
NM_001242384	SYTL3
NM_003898	SYNJ2
NM_020823	TMEM181
NM_207118	GTF2H5
NM_020245	TULP4
NM_004906	WTAP
NM_032532	FNDC1
NM_021977	SLC22A3
NM_003057	SLC22A1
NM_005577	LPA
NM_020133	AGPAT4
NM_006775	QKI
NM_001130690	PDE10A
NM_001006932	RPS6KA2
NM_001207008	MLLT4
NM_030615	KIF25
NM_022138	SMOC2
NM_032448	FAM120B
NM_020185	DUSP22
NM_148959	HUS1B
NM_001452	FOXF2
NM_033260	FOXQ1
NM_001453	FOXC1
NM_001012418	MYLK4
NM_152554	C6orf195
NR_039788	MIR4645
NR_033851	SERPINB9P1
NM_020135	WRNIP1
NM_030666	SERPINB1
NM_001271822	SERPINB6
NM_004155	SERPINB9
NR_026856	LINC01011
NM_003804	RIPK1
NR_033884	HTATSF1P2
NM_178012	TUBB2B
NM_001069	TUBB2A
NM_001128592	PSMG4
NR_038295	LOC100507194
NM_183373	PXDC1
NM_012135	FAM50B
NM_001085401	C6orf201
NM_173563	FAM217A
NM_206836	ECI2
NM_006638	RPP40
NM_001145115	PPP1R3G
NR_037462	MIR3691
NM_016588	NRN1
NM_004271	LY86
NM_003144	SSR1
NM_031480	RIOK1
NM_004415	DSP
NM_030810	TXNDC5
NR_027712	PIP5K1P1
NR_003703	SCARNA27
NM_004280	EEF1E1
NM_001142541	SLC35B3
NR_004855	HULC
NR_027793	LINC00518
NR_033910	TFAP2A-AS1
NM_003220	TFAP2A
NR_049872	MIR5689
NM_017906	PAK1IP1
NM_001145020	C6orf52
NM_001165258	TMEM14C
NM_030969	TMEM14B
NM_001242957	MAK
NM_001040274	SYCP2L
NM_001135575	SMIM13
NM_207582	ERVFRD-1
NR_038964	ELOVL2-AS1
NM_006403	NEDD9
NM_001100829	TMEM170B
NM_001143948	ADTRP
NM_001955	EDN1
NM_001143965	TBC1D7
NM_001242698	LOC100130357
NM_016167	NOL7
NM_012241	SIRT5
NM_001031713	MCUR1
NM_001165033	RNF182
NM_004233	CD83
NM_013262	MYLIP
NR_039782	MIR4639
NM_001190766	STMND1
NM_001143942	RBM24
NM_001143941	RBM24
NM_016255	FAM8A1
NM_000367	TPMT
NM_198586	NHLRC1
NM_003472	DEK
NM_182757	RNF144B
NR_030312	MIR548A1
NM_001546	ID4
NM_003107	SOX4
NR_034143	NBAT1
NM_001163558	PRL
NM_138574	HDGFL1
NM_080723	NRSN1
NM_181337	KAAG1
NM_020662	MRS2
NM_001503	GPLD1
NM_030939	C6orf62
NM_018473	ACOT13
NM_016614	TDP2
NM_001251989	GMNN
NR_002174	CMAHP
NM_170610	HIST1H2BA
NM_170745	HIST1H2AA
NM_005495	SLC17A4
NR_045125	HIST1H2APS1
NM_001098486	SLC17A3
NM_005835	SLC17A2
NM_003544	HIST1H4B
NM_003531	HIST1H3C
NM_003529	HIST1H3A
NM_006355	TRIM38
NM_005319	HIST1H1C
NM_003513	HIST1H2AB
NM_003537	HIST1H3B
NM_005325	HIST1H1A
NM_021062	HIST1H2BB
NM_003538	HIST1H4A
NM_003545	HIST1H4E
NM_003530	HIST1H3D
NM_005323	HIST1H1T
NM_000410	HFE
NM_003512	HIST1H2AC
NM_005321	HIST1H1E
NM_003542	HIST1H4C
NM_003523	HIST1H2BE
NM_021063	HIST1H2BD
NM_003526	HIST1H2BC
NM_003539	HIST1H4D
NM_021065	HIST1H2AD
NM_003522	HIST1H2BF
NM_003540	HIST1H4F
NM_003532	HIST1H3E
NM_021052	HIST1H2AE
NM_003543	HIST1H4H
NM_021018	HIST1H3F
NM_003547	HIST1H4G
NM_003534	HIST1H3G
NM_005320	HIST1H1D
NM_003524	HIST1H2BH
NM_003518	HIST1H2BG
NM_003525	HIST1H2BI
NM_006995	BTN2A2
NM_006994	BTN3A3
NM_001197246	BTN3A2
NM_007049	BTN2A1
NM_007048	BTN3A1
NR_027795	BTN2A3P
NM_006353	HMGN4
NM_001732	BTN1A1
NM_013375	ABT1
NR_026790	HCG11
NM_001242798	ZNF322
NR_026776	LOC100270746
NR_026775	LINC00240
NR_036096	MIR3143
NM_003495	HIST1H4I
NM_080593	HIST1H2BK
NM_021058	HIST1H2BJ
NM_080596	HIST1H2AH
NM_021064	HIST1H2AG
NM_005865	PRSS16
NM_001076781	ZNF391
NR_045612	VN1R10P
NM_033482	POM121L2
NR_024553	ZNF204P
NM_007149	ZNF184
NR_038929	LOC100131289
NM_003521	HIST1H2BM
NM_003519	HIST1H2BL
NM_003536	HIST1H3H
NM_021066	HIST1H2AJ
NR_038292	LINC01012
NM_003546	HIST1H4L
NM_003533	HIST1H3I
NM_021968	HIST1H4J
NM_003514	HIST1H2AM
NM_003511	HIST1H2AL
NM_003510	HIST1H2AK
NM_003520	HIST1H2BN
NM_003535	HIST1H3J
NM_005322	HIST1H1B
NM_003527	HIST1H2BO
NM_033057	OR2B2
NM_003541	HIST1H4K
NM_012367	OR2B6
NM_025231	ZSCAN16
NM_006298	ZKSCAN8
NR_103448	ZNF192P1
NR_024063	ZSCAN12P1
NR_103456	ZSCAN16-AS1
NM_152736	ZSCAN26
NM_019110	ZKSCAN4
NM_001199480	ZSCAN9
NM_001184743	PGBD1
NM_001135216	ZSCAN31
NR_002936	TOB2P1
NM_001007531	NKAPL
NM_001012455	ZSCAN23
NM_001163391	ZSCAN12
NM_024493	ZKSCAN3
NM_001509	GPX5
NM_052923	ZBED9
NM_182701	GPX6
NR_033379	LOC401242
NM_006510	TRIM27
NM_030903	OR2W1
NM_001005226	OR2B3
NM_001005216	OR2J3
NM_030905	OR2J2
NM_030876	OR5V1
NM_030946	OR14J1
NM_030959	OR12D3
NM_013941	OR10C1
NM_013937	OR11A1
NM_052967	MAS1L
NM_013936	OR12D2
NM_030883	OR2H1
NM_006398	UBD
NM_007160	OR2H2
NR_003049	SNORD32B
NM_001470	GABBR1
NR_037179	LINC01015
NM_002433	MOG
NM_001098479	HLA-F
NR_001590	IFITM4P
NM_001109809	ZFP57
NR_026972	HLA-F-AS1
NM_001207043	LOC554223
NR_002139	HCG4
NM_002127	HLA-G
NR_001434	HLA-H
NM_002116	HLA-A
NR_028032	HCG9
NR_001317	HCG4B
NM_170783	ZNRD1
NM_021959	PPP1R11
NM_033229	TRIM15
NM_006778	TRIM10
NM_025236	RNF39
NM_007028	TRIM31
NM_138700	TRIM40
NR_027822	HLA-L
NM_001242783	TRIM26
NM_001199119	TRIM39-RPP21
NM_005516	HLA-E
NM_005275	GNL1
NM_025263	PRR3
NM_001270707	NRM
NM_001134870	PPP1R18
NM_014046	MRPS18B
NM_001161376	C6orf136
NM_001031722	ATAT1
NM_003587	DHX16
NR_030615	MIR877
NM_002714	PPP1R10
NM_178014	TUBB
NM_005803	FLOT1
NM_003897	IER3
NM_205854	SFTA2
NM_001517	GTF2H4
NM_001167734	VARS2
NR_039783	MIR4640
NM_080870	DPCR1
NM_013994	DDR1
NM_001010909	MUC21
NR_003948	HCG22
NM_001198815	MUC22
NM_001105564	CCHCR1
NM_014070	C6orf15
NM_014069	PSORS1C2
NM_014068	PSORS1C1
NM_001077511	TCF19
NM_002701	POU5F1
NM_001264	CDSN
NR_026791	HCG27
NR_026816	PSORS1C3
NM_002117	HLA-C
NM_001177519	MICA
NR_002812	HCG26
NR_040662	HCP5
NM_005007	NFKBIL1
NM_130463	ATP6V1G2
NM_147130	NCR3
NM_001623	AIF1
NM_205838	LST1
NM_205837	LST1
NR_003140	SNORD117
NM_001011700	MCCD1
NM_002341	LTB
NM_000594	TNF
NM_001159740	LTA
NM_080598	DDX39B
NM_005931	MICB
NM_021184	C6orf47
NR_039789	MIR4646
NR_002971	SNORA38
NM_001199240	GPANK1
NM_001288	CLIC1
NM_001320	CSNK2B
NM_001098534	BAG6
NM_004638	PRRC2A
NM_138272	C6orf25
NR_003673	LY6G6E
NM_013974	DDAH2
NM_025262	LY6G5C
NM_025261	LY6G6C
NM_019101	APOM
NM_021160	ABHD16A
NM_001003693	LY6G6F
NM_021177	LSM2
NM_000434	NEU1
NR_002742	SNORD52
NM_005346	HSPA1B
NM_005527	HSPA1L
NM_006295	VARS
NM_005345	HSPA1A
NM_001039651	SAPCD1
NR_002745	SNORD48
NM_025257	SLC44A4
NM_025258	VWA7
NM_001040438	C6orf48
NM_000500	CYP21A2
NM_001242823	C4B_2
NM_006929	SKIV2L
NM_002904	NELFE
NM_005510	DXO
NM_001710	CFB
NM_181842	ZBTB12
NM_032470	TNXB
NR_031601	MIR1236
NR_040090	CYP21A1P
NM_004381	ATF6B
NM_019105	TNXB
NM_022110	FKBPL
NM_030651	PRRT1
NM_006411	AGPAT1
NM_022107	GPSM3
NM_004557	NOTCH4
NM_002586	PBX2
NM_001206929	AGER
NR_003129	RNF5P1
NM_006913	RNF5
NM_030652	EGFL8
NM_138717	PPT2
NM_006781	C6orf10
NR_044996	HCG23
NM_002125	HLA-DRB5
NM_019111	HLA-DRA
NM_002123	HLA-DQB1
NM_002122	HLA-DQA1
NR_001298	HLA-DRB6
NM_001198858	HLA-DQB2
NM_020056	HLA-DQA2
NM_000544	TAP2
NM_148919	PSMB8
NR_037177	LOC100294145
NR_037173	PSMB8-AS1
NM_000593	TAP1
NM_002800	PSMB9
NM_002118	HLA-DMB
NM_006120	HLA-DMA
NM_001113182	BRD2
NM_001199456	BRD2
NM_002119	HLA-DOA
NM_033554	HLA-DPA1
NM_002121	HLA-DPB1
NR_001435	HLA-DPB2
NM_080680	COL11A2
NM_022551	RPS18
NR_029633	MIR219A1
NM_001077516	SLC39A7
NM_005452	WDR46
NM_001145338	ZBTB22
NM_172208	TAPBP
NM_001141970	DAXX
NM_004761	RGL2
NM_022553	VPS52
NM_003782	B3GALT4
NM_002931	RING1
NM_001265595	PFDN6
NM_001270401	RXRB
NM_014234	HSD17B8
NR_044997	HCG25
NM_001014433	CUTA
NM_006772	SYNGAP1
NM_024165	PHF1
NM_002263	KIFC1
NR_049800	MIR5004
NM_001188	BAK1
NM_032340	UQCC2
NM_002224	ITPR3
NM_002418	MLN
NM_181336	LEMD2
NM_054111	IP6K3
NR_038989	LINC01016
NR_031681	MIR1275
NM_001008704	C6orf1
NM_001199583	PACSIN1
NM_012391	SPDEF
NM_005643	TAF11
NM_017754	UHRF1BP1
NM_001093728	TCP11
NM_152753	SCUBE3
NM_022047	DEF6
NM_007104	RPL10A
NM_021922	FANCE
NM_003322	TULP1
NM_003214	TEAD3
NR_049873	MIR5690
NM_207409	CLPSL2
NM_001010886	CLPSL1
NM_145028	ARMC12
NM_001832	CLPS
NM_003137	SRPK1
NM_002754	MAPK13
NM_001145717	PNPLA1
NM_001010903	C6orf222
NM_152990	PXT1
NM_016135	ETV7
NM_007271	STK38
NM_078467	CDKN1A
NR_037491	MIR3925
NM_020939	CPNE5
NM_152734	C6orf89
NM_001271641	MTCH1
NM_153370	PI16
NM_173558	FGD2
NM_002648	PIM1
NM_017772	TBC1D22B
NM_138493	CCDC167
NM_015050	CMTR1
NR_039669	MIR4462
NR_038401	LOC100131047
NM_002062	GLP1R
NM_018322	SAYSD1
NM_032115	KCNK16
NM_031460	KCNK17
NM_005943	MOCS1
NR_024015	TDRG1
NR_038887	LINC00951
NM_173561	UNC5CL
NM_001010873	TSPO2
NM_178174	TREML1
NM_002505	NFYA
NM_018965	TREM2
NM_145063	OARD1
NR_026938	ADCY10P1
NM_018643	TREM1
NM_198153	TREML4
NR_002794	TREML5P
NM_024807	TREML2
NR_027256	TREML3P
NM_004828	NCR2
NM_005586	MDFI
NR_039784	MIR4641
NM_001134493	TOMM6
NM_002630	PGC
NM_013397	PRICKLE4
NM_006653	FRS3
NM_004275	MED20
NM_001760	CCND3
NM_004053	BYSL
NM_138572	TAF8
NM_000409	GUCA1A
NM_002098	GUCA1B
NM_018141	MRPS10
NM_000322	PRPH2
NR_037141	ATP6V0CP3
NM_003192	TBCC
NM_015349	GLTSCR1L
NM_198486	RPL7L1
NM_001008739	C6orf226
NM_000287	PEX6
NM_006245	PPP2R5D
NM_057161	KLHDC3
NM_014623	MEA1
NM_018960	GNMT
NM_001243168	PTCRA
NM_006586	CNPY3
NM_015950	MRPL2
NM_001168370	CUL7
NM_201523	KLC4
NM_006443	DNPH1
NM_003131	SRF
NM_015089	CUL9
NM_153320	SLC22A7
NM_014345	ZNF318
NM_206922	CRIP3
NM_001146020	TJAP1
NM_206539	DLK2
NM_001198934	ABCC10
NM_203290	POLR1C
NM_001012974	LRRC73
NM_015388	YIPF3
NM_019096	GTPBP2
NM_001193341	RSPH9
NM_006502	POLH
NM_001003690	MAD2L1BP
NM_001171623	VEGFA
NR_024478	LINC01512
NM_153246	C6orf223
NM_018426	TMEM63B
NM_007058	CAPN11
NM_032111	MRPL14
NM_020745	AARS2
NM_001271970	HSP90AB1
NM_004556	NFKBIE
NM_178148	SLC35B2
NM_001137560	TMEM151B
NM_182539	TCTE1
NM_001078176	SLC29A1
NM_001253	CDC5L
NR_039785	MIR4642
NM_145026	SPATS1
NR_030313	MIR586
NM_014936	ENPP4
NM_004277	SLC25A27
NM_001162435	ANKRD66
NM_001168357	PLA2G7
NM_001098518	ADGRF5
NM_153840	ADGRF1
NM_014452	TNFRSF21
NM_153839	ADGRF2
NM_153838	ADGRF4
NM_181744	OPN5
NM_018132	CENPQ
NM_001145652	C6orf141
NM_001010904	GLYATL3
NM_000324	RHAG
NM_138733	PGK2
NM_006061	CRISP3
NM_001037499	DEFB114
NM_001037729	DEFB113
NM_001037497	DEFB110
NM_001037498	DEFB112
NM_003221	TFAP2B
NR_029903	MIR133B
NR_029713	MIR206
NM_002190	IL17A
NM_052872	IL17F
NM_001270472	MCM3
NM_133367	PAQR8
NM_014051	TMEM14A
NR_103446	TRAM2-AS1
NR_024403	LOC730101
NM_000846	GSTA2
NR_033760	GSTA7P
NM_145740	GSTA1
NM_153699	GSTA5
NM_000847	GSTA3
NM_001512	GSTA4
NM_014920	ICK
NM_003643	GCM1
NR_046241	RPS16P5
NR_049866	MIR5685
NM_001242828	ELOVL5
NM_001498	GCLC
NM_001003760	KLHL31
NM_014464	TINAG
NM_207410	GFRAL
NM_020931	KIAA1586
NM_016277	RAB23
NM_004282	BAG2
NR_003660	GUSBP4
NM_016571	LGSN
NM_003463	PTP4A1
NM_015153	PHF3
NM_001271675	LOC441155
NR_026540	SLC25A51P1
NM_001851	COL9A1
NM_145267	SDHAF4
NM_080742	B3GAT2
NR_029598	MIR30C2
NM_024576	OGFRL1
NR_029504	MIR30A
NR_026807	LINC00472
NR_036244	MIR4282
NR_046621	KCNQ5-AS1
NM_030568	KHDC1
NM_001126063	KHDC1L
NM_001080507	OOEP
NM_018665	DDX43
NM_001017361	KHDC3L
NM_001025290	DPPA5
NM_138441	MB21D1
NM_001402	EEF1A1
NM_001865	COX7A2
NR_040081	LOC100506804
NM_018247	TMEM30A
NM_000863	HTR1B
NM_001010844	IRAK1BP1
NM_001201363	HMGN3
NR_040671	HMGN3-AS1
NR_004393	RNY4
NM_001243308	C6orf7
NM_022726	ELOVL4
NM_017633	FAM46A
NM_015525	IBTK
NM_001166392	TPBG
NM_001199942	DOPEY1
NM_033411	RWDD2A
NM_153362	PRSS35
NM_016230	CYB5R4
NM_001009994	RIPPLY2
NM_138409	MRAP2
NM_002526	NT5E
NM_006372	SYNCRIP
NR_003038	SNHG5
NR_002743	SNORD50A
NR_003044	SNORD50B
NM_001252383	CGA
NM_020425	SMIM8
NM_198568	GJB7
NM_001010868	C6orf163
NM_001031743	C6orf165
NR_026784	LINC01590
NM_020320	RARS2
NM_018064	AKIRIN2
NM_030960	SPACA1
NM_006813	PNRC1
NM_001010853	PM20D2
NM_080743	SRSF12
NM_002043	GABRR2
NM_021244	RRAGD
NM_020466	LYRM2
NM_032602	GJA10
NR_039671	MIR4464
NR_039786	MIR4643
NR_015362	TSG1
NM_024641	MANEA
NM_001170807	FHL5
NM_014165	NDUFAF4
NR_031579	MIR2113
NM_005604	POU3F2
NM_017421	COQ3
NM_015491	PNISR
NM_001080481	USP45
NM_001195131	TSTD3
NM_021620	PRDM13
NR_038384	MCHR2-AS1
NM_005068	SIM1
NR_046407	LINC00577
NR_037157	BVES-AS1
NM_022361	POPDC3
NM_007073	BVES
NM_001198	PRDM1
NM_001624	AIM1
NM_032730	RTN4IP1
NM_001080450	BEND3
NM_016487	C6orf203
NM_014028	OSTM1
NM_003269	NR2E1
NM_003795	SNX3
NR_033376	LINC00222
NM_173830	CEP57L1
NM_006016	CD164
NR_028595	CCDC162P
NM_001111298	PPIL6
NM_003080	SMPD2
NM_022765	MICAL1
NM_014797	ZBTB24
NM_005284	GPR6
NM_015891	CDC40
NM_003649	DDO
NM_001634	AMD1
NM_032194	RPF2
NR_002932	GSTM2P1
NM_153369	KIAA1919
NR_034111	TRAF3IP2-AS1
NM_147686	TRAF3IP2
NM_153047	FYN
NM_001033564	FAM229B
NM_016262	TUBE1
NM_198239	WISP3
NM_001013734	RFPL4B
NM_001527	HDAC2
NM_002356	MARCKS
NR_027060	FLJ34503
NR_038863	LINC01268
NM_153612	HS3ST5
NM_002031	FRK
NR_027338	TPI1P3
NM_000493	COL10A1
NM_003309	TSPYL1
NM_021648	TSPYL4
NM_001010919	FAM26F
NM_001256888	FAM26D
NM_153711	FAM26E
NM_015952	RWDD1
NM_001139444	TRAPPC3L
NM_145062	ZUFSP
NM_001010892	RSPH4A
NM_001085480	FAM162B
NM_148963	GPRC6A
NM_173560	RFX6
NM_182645	VGLL2
NM_138459	NUS1
NM_002667	PLN
NR_002730	BRD7P3
NR_037662	LOC100287632
NM_014034	ASF1A
NR_030315	MIR548B
NM_024581	FAM184A
NM_004506	HSF2
NM_020755	SERINC1
NM_001270395	PKIB
NM_006714	SMPDL3A
NM_001446	FABP7
NR_026876	RNF217-AS1
NM_016063	HDDC2
NM_012259	HEY2
NR_038906	LOC643623
NM_138571	HINT3
NR_049880	MIR5695
NM_001012507	CENPW
NM_032784	RSPO3
NM_001139510	ECHDC1
NM_001242851	RNF146
NM_014702	KIAA0408
NM_001010905	C6orf58
NM_001277185	SAMD3
NM_001258276	TMEM200A
NM_001195597	SMLR1
NM_000045	ARG1
NM_004830	MED23
NM_001145659	CTAGE9
NM_030908	OR2A4
NM_006208	ENPP1
NM_001901	CTGF
NR_038981	LINC01013
NM_175067	TAAR6
NM_053278	TAAR8
NM_003569	STX7
NM_003967	TAAR5
NR_028511	TAAR3
NM_138327	TAAR1
NM_004666	VNN1
NM_001033080	TAAR2
NM_052831	SLC18B1
NM_001016	RPS12
NM_004665	VNN2
NR_002436	SNORA33
NR_026969	LINC00326
NM_003206	TCF21
NR_027030	LINC01312
NM_001253676	TBPL1
NR_037938	HMGA1P7
NR_038217	LINC01010
NM_006620	HBS1L
NR_037435	MIR3662
NM_138419	MTFR2
NM_014739	BCLAF1
NR_027994	NHEG1
NM_001008783	SLC35D3
NM_000416	IFNGR1
NM_175747	OLIG3
NM_001270507	TNFAIP3
NM_021635	PBOV1
NR_036099	MIR3145
NM_014320	HEBP2
NR_033896	FLJ46906
NM_015439	CCDC28A
NM_031922	REPS1
NM_021243	ABRACL
NM_001168389	CITED2
NR_033919	LOC645434
NR_037441	MIR3668
NR_039675	MIR4465
NM_002511	NMBR
NR_038987	LINC01277
NM_182503	ADAT2
NR_027114	LOC285740
NM_032020	FUCA2
NM_001013623	ZC2HC1B
NM_031287	SF3B5
NM_003764	STX11
NM_032145	FBXO30
NM_006834	RAB32
NR_003954	KATNBL1P6
NR_038408	LOC100128176
NM_207360	ZC3H12D
NM_001002255	SUMO4
NR_077247	RPS18P9
NM_139126	PPIL4
NM_138785	GINM1
NM_004690	LATS1
NM_198887	NUP43
NM_032832	LRP11
NM_001001788	RAET1G
NM_139165	RAET1E
NM_025218	ULBP1
NM_025217	ULBP2
NR_024045	RAET1K
NM_024518	ULBP3
NM_130900	RAET1L
NM_001164694	IYD
NM_017909	RMND1
NM_020861	ZBTB2
NM_003381	VIP
NM_025107	MYCT1
NM_012177	FBXO5
NM_019041	MTRF1L
NM_001001346	CLDN20
NM_015718	NOX3
